"species_code","common_name","scientific_name","xc_common_name","xc_scientific_name"
"snobun","Snow Bunting","Plectrophenax nivalis","Snow Bunting","Plectrophenax nivalis"
"mckbun","McKay's Bunting","Plectrophenax hyperboreus","McKay's Bunting","Plectrophenax hyperboreus"
"rottan2","Rosy Thrush-Tanager","Rhodinocichla rosea","Rosy Thrush-tanager","Rhodinocichla rosea"
"brrbun1","Brown-rumped Bunting","Emberiza affinis","Brown-rumped Bunting","Emberiza affinis"
"crebun1","Crested Bunting","Emberiza lathami","Crested Bunting","Emberiza lathami"
"blhbun1","Black-headed Bunting","Emberiza melanocephala","Black-headed Bunting","Emberiza melanocephala"
"rehbun1","Red-headed Bunting","Emberiza bruniceps","Red-headed Bunting","Emberiza bruniceps"
"corbun1","Corn Bunting","Emberiza calandra","Corn Bunting","Emberiza calandra"
"chebun2","Chestnut-eared Bunting","Emberiza fucata","Chestnut-eared Bunting","Emberiza fucata"
"tibbun1","Tibetan Bunting","Emberiza koslowi","Tibetan Bunting","Emberiza koslowi"
"rubbun1","Rufous-backed Bunting","Emberiza jankowskii","Jankowski's Bunting","Emberiza jankowskii"
"rocbun1","Rock Bunting","Emberiza cia","Rock Bunting","Emberiza cia"
"godbun1","Godlewski's Bunting","Emberiza godlewskii","Godlewski's Bunting","Emberiza godlewskii"
"meabun1","Meadow Bunting","Emberiza cioides","Meadow Bunting","Emberiza cioides"
"cirbun1","Cirl Bunting","Emberiza cirlus","Cirl Bunting","Emberiza cirlus"
"chbbun1","White-capped Bunting","Emberiza stewarti","White-capped Bunting","Emberiza stewarti"
"yellow2","Yellowhammer","Emberiza citrinella","Yellowhammer","Emberiza citrinella"
"pinbun","Pine Bunting","Emberiza leucocephalos","Pine Bunting","Emberiza leucocephalos"
"gyhbun1","Gray-necked Bunting","Emberiza buchanani","Grey-necked Bunting","Emberiza buchanani"
"cinbun1","Cinereous Bunting","Emberiza cineracea","Cinereous Bunting","Emberiza cineracea"
"ortbun1","Ortolan Bunting","Emberiza hortulana","Ortolan Bunting","Emberiza hortulana"
"crebun2","Cretzschmar's Bunting","Emberiza caesia","Cretzschmar's Bunting","Emberiza caesia"
"cabbun1","Cabanis's Bunting","Emberiza cabanisi","Cabanis's Bunting","Emberiza cabanisi"
"gobbun1","Golden-breasted Bunting","Emberiza flaviventris","Golden-breasted Bunting","Emberiza flaviventris"
"sombun1","Somali Bunting","Emberiza poliopleura","Somali Bunting","Emberiza poliopleura"
"capbun1","Cape Bunting","Emberiza capensis","Cape Bunting","Emberiza capensis"
"vinbun1","Vincent's Bunting","Emberiza vincenti","Vincent's Bunting","Emberiza vincenti"
"lalbun1","Lark-like Bunting","Emberiza impetuani","Lark-like Bunting","Emberiza impetuani"
"socbun1","Socotra Bunting","Emberiza socotrana",NA,NA
"cibbun1","Cinnamon-breasted Bunting","Emberiza tahapisi","Cinnamon-breasted Bunting","Emberiza tahapisi"
"gosbun1","Gosling's Bunting","Emberiza goslingi","Gosling's Bunting","Emberiza goslingi"
"houbun3","House Bunting","Emberiza sahari","House Bunting","Emberiza sahari"
"houbun2","Striolated Bunting","Emberiza striolata","Striolated Bunting","Emberiza striolata"
"slabun1","Slaty Bunting","Emberiza siemsseni","Slaty Bunting","Emberiza siemsseni"
"yetbun1","Yellow-throated Bunting","Emberiza elegans","Yellow-throated Bunting","Emberiza elegans"
"ocrbun1","Ochre-rumped Bunting","Emberiza yessoensis","Japanese Reed Bunting","Emberiza yessoensis"
"palbun","Pallas's Bunting","Emberiza pallasi","Pallas's Reed Bunting","Emberiza pallasi"
"reebun","Reed Bunting","Emberiza schoeniclus","Common Reed Bunting","Emberiza schoeniclus"
"yebbun","Yellow-breasted Bunting","Emberiza aureola","Yellow-breasted Bunting","Emberiza aureola"
"litbun","Little Bunting","Emberiza pusilla","Little Bunting","Emberiza pusilla"
"rusbun","Rustic Bunting","Emberiza rustica","Rustic Bunting","Emberiza rustica"
"yelbun1","Yellow Bunting","Emberiza sulphurata","Yellow Bunting","Emberiza sulphurata"
"blfbun1","Black-faced Bunting","Emberiza spodocephala","Black-faced Bunting","Emberiza spodocephala"
"chebun1","Chestnut Bunting","Emberiza rutila","Chestnut Bunting","Emberiza rutila"
"yebbun1","Yellow-browed Bunting","Emberiza chrysophrys","Yellow-browed Bunting","Emberiza chrysophrys"
"tribun1","Tristram's Bunting","Emberiza tristrami","Tristram's Bunting","Emberiza tristrami"
"grybun","Gray Bunting","Emberiza variabilis","Grey Bunting","Emberiza variabilis"
"tanfin1","Tanager Finch","Oreothraupis arremonops","Tanager Finch","Oreothraupis arremonops"
"ytbtan1","Yellow-throated Chlorospingus","Chlorospingus flavigularis","Yellow-throated Bush Tanager","Chlorospingus flavigularis"
"shbbut1","Short-billed Chlorospingus","Chlorospingus parvirostris","Yellow-whiskered Bush Tanager","Chlorospingus parvirostris"
"atbtan1","Ashy-throated Chlorospingus","Chlorospingus canigularis","Ashy-throated Bush Tanager","Chlorospingus canigularis"
"scbtan1","Sooty-capped Chlorospingus","Chlorospingus pileatus","Sooty-capped Bush Tanager","Chlorospingus pileatus"
"cobtan1","Common Chlorospingus","Chlorospingus flavopectus","Common Bush Tanager","Chlorospingus flavopectus"
"tabtan1","Tacarcuna Chlorospingus","Chlorospingus tacarcunae","Tacarcuna Bush Tanager","Chlorospingus tacarcunae"
"pibtan1","Pirre Chlorospingus","Chlorospingus inornatus","Pirre Bush Tanager","Chlorospingus inornatus"
"dubtan1","Dusky Chlorospingus","Chlorospingus semifuscus","Dusky Bush Tanager","Chlorospingus semifuscus"
"ygbtan1","Yellow-green Chlorospingus","Chlorospingus flavovirens",NA,NA
"tumspa1","Tumbes Sparrow","Rhynchospiza stolzmanni","Tumbes Sparrow","Rhynchospiza stolzmanni"
"stcspa1","Stripe-capped Sparrow","Rhynchospiza strigiceps","Stripe-capped Sparrow","Rhynchospiza strigiceps"
"ruwspa","Rufous-winged Sparrow","Peucaea carpalis","Rufous-winged Sparrow","Peucaea carpalis"
"citspa1","Cinnamon-tailed Sparrow","Peucaea sumichrasti","Cinnamon-tailed Sparrow","Peucaea sumichrasti"
"sthspa1","Stripe-headed Sparrow","Peucaea ruficauda","Stripe-headed Sparrow","Peucaea ruficauda"
"blcspa1","Black-chested Sparrow","Peucaea humeralis","Black-chested Sparrow","Peucaea humeralis"
"brispa1","Bridled Sparrow","Peucaea mystacalis","Bridled Sparrow","Peucaea mystacalis"
"botspa","Botteri's Sparrow","Peucaea botterii","Botteri's Sparrow","Peucaea botterii"
"casspa","Cassin's Sparrow","Peucaea cassinii","Cassin's Sparrow","Peucaea cassinii"
"bacspa","Bachman's Sparrow","Peucaea aestivalis","Bachman's Sparrow","Peucaea aestivalis"
"graspa","Grasshopper Sparrow","Ammodramus savannarum","Grasshopper Sparrow","Ammodramus savannarum"
"graspa1","Grassland Sparrow","Ammodramus humeralis","Grassland Sparrow","Ammodramus humeralis"
"yebspa1","Yellow-browed Sparrow","Ammodramus aurifrons","Yellow-browed Sparrow","Ammodramus aurifrons"
"olispa","Olive Sparrow","Arremonops rufivirgatus","Olive Sparrow","Arremonops rufivirgatus"
"grbspa1","Green-backed Sparrow","Arremonops chloronotus","Green-backed Sparrow","Arremonops chloronotus"
"blsspa1","Black-striped Sparrow","Arremonops conirostris","Black-striped Sparrow","Arremonops conirostris"
"tocspa1","Tocuyo Sparrow","Arremonops tocuyensis","Tocuyo Sparrow","Arremonops tocuyensis"
"chispa","Chipping Sparrow","Spizella passerina","Chipping Sparrow","Spizella passerina"
"clcspa","Clay-colored Sparrow","Spizella pallida","Clay-colored Sparrow","Spizella pallida"
"bkcspa","Black-chinned Sparrow","Spizella atrogularis","Black-chinned Sparrow","Spizella atrogularis"
"fiespa","Field Sparrow","Spizella pusilla","Field Sparrow","Spizella pusilla"
"brespa","Brewer's Sparrow","Spizella breweri","Brewer's Sparrow","Spizella breweri"
"worspa","Worthen's Sparrow","Spizella wortheni","Worthen's Sparrow","Spizella wortheni"
"bktspa","Black-throated Sparrow","Amphispiza bilineata","Black-throated Sparrow","Amphispiza bilineata"
"fisspa","Five-striped Sparrow","Amphispiza quinquestriata","Five-striped Sparrow","Amphispiza quinquestriata"
"larspa","Lark Sparrow","Chondestes grammacus","Lark Sparrow","Chondestes grammacus"
"larbun","Lark Bunting","Calamospiza melanocorys","Lark Bunting","Calamospiza melanocorys"
"sthbrf3","Costa Rican Brushfinch","Arremon costaricensis","Costa Rican Brushfinch","Arremon costaricensis"
"sthbrf4","Sierra Nevada Brushfinch","Arremon basilicus","Sierra Nevada Brushfinch","Arremon basilicus"
"sthbrf5","Perija Brushfinch","Arremon perijanus","Perija Brushfinch","Arremon perijanus"
"sthbrf1","Black-headed Brushfinch","Arremon atricapillus","Black-headed Brushfinch","Arremon atricapillus"
"sthbrf6","Caracas Brushfinch","Arremon phaeopleurus","Caracas Brushfinch","Arremon phaeopleurus"
"sthbrf7","Paria Brushfinch","Arremon phygas","Paria Brushfinch","Arremon phygas"
"sthbrf8","Gray-browed Brushfinch","Arremon assimilis","Grey-browed Brushfinch","Arremon assimilis"
"sthbrf2","White-browed Brushfinch","Arremon torquatus","White-browed Brushfinch","Arremon torquatus"
"orbspa1","Orange-billed Sparrow","Arremon aurantiirostris","Orange-billed Sparrow","Arremon aurantiirostris"
"blcspa2","Black-capped Sparrow","Arremon abeillei","Black-capped Sparrow","Arremon abeillei"
"gowspa1","Golden-winged Sparrow","Arremon schlegeli","Golden-winged Sparrow","Arremon schlegeli"
"pecspa1","Pectoral Sparrow","Arremon taciturnus","Pectoral Sparrow","Arremon taciturnus"
"safspa1","Sao Francisco Sparrow","Arremon franciscanus","Sao Francisco Sparrow","Arremon franciscanus"
"hacspa1","Half-collared Sparrow","Arremon semitorquatus","Half-collared Sparrow","Arremon semitorquatus"
"sabspa1","Saffron-billed Sparrow","Arremon flavirostris","Saffron-billed Sparrow","Arremon flavirostris"
"gsbfin1","Green-striped Brushfinch","Arremon virenticeps","Green-striped Brushfinch","Arremon virenticeps"
"ccbfin","Chestnut-capped Brushfinch","Arremon brunneinucha","Chestnut-capped Brushfinch","Arremon brunneinucha"
"soffin1","Sooty-faced Finch","Arremon crassirostris","Sooty-faced Finch","Arremon crassirostris"
"olifin1","Olive Finch","Arremon castaneiceps","Olive Finch","Arremon castaneiceps"
"amtspa","American Tree Sparrow","Spizelloides arborea","American Tree Sparrow","Spizelloides arborea"
"foxspa","Fox Sparrow","Passerella iliaca","Red Fox Sparrow","Passerella iliaca"
"daejun","Dark-eyed Junco","Junco hyemalis","Dark-eyed Junco","Junco hyemalis"
"daejun2","Guadalupe Junco","Junco insularis",NA,NA
"yeejun","Yellow-eyed Junco","Junco phaeonotus","Yellow-eyed Junco","Junco phaeonotus"
"yeejun2","Baird's Junco","Junco bairdi","Baird's Junco","Junco bairdi"
"voljun1","Volcano Junco","Junco vulcani","Volcano Junco","Junco vulcani"
"rucspa1","Rufous-collared Sparrow","Zonotrichia capensis","Rufous-collared Sparrow","Zonotrichia capensis"
"whcspa","White-crowned Sparrow","Zonotrichia leucophrys","White-crowned Sparrow","Zonotrichia leucophrys"
"gocspa","Golden-crowned Sparrow","Zonotrichia atricapilla","Golden-crowned Sparrow","Zonotrichia atricapilla"
"harspa","Harris's Sparrow","Zonotrichia querula","Harris's Sparrow","Zonotrichia querula"
"whtspa","White-throated Sparrow","Zonotrichia albicollis","White-throated Sparrow","Zonotrichia albicollis"
"sagspa1","Sagebrush Sparrow","Artemisiospiza nevadensis","Sagebrush Sparrow","Artemisiospiza nevadensis"
"belspa2","Bell's Sparrow","Artemisiospiza belli","Bell's Sparrow","Artemisiospiza belli"
"strspa1","Striped Sparrow","Oriturus superciliosus","Striped Sparrow","Oriturus superciliosus"
"vesspa","Vesper Sparrow","Pooecetes gramineus","Vesper Sparrow","Pooecetes gramineus"
"lecspa","LeConte's Sparrow","Ammospiza leconteii","LeConte's Sparrow","Ammodramus leconteii"
"seaspa","Seaside Sparrow","Ammospiza maritima","Seaside Sparrow","Ammodramus maritimus"
"nstspa","Nelson's Sparrow","Ammospiza nelsoni","Nelson's Sparrow","Ammodramus nelsoni"
"sstspa","Saltmarsh Sparrow","Ammospiza caudacuta","Saltmarsh Sparrow","Ammodramus caudacutus"
"savspa","Savannah Sparrow","Passerculus sandwichensis","Savannah Sparrow","Passerculus sandwichensis"
"baispa","Baird's Sparrow","Centronyx bairdii","Baird's Sparrow","Ammodramus bairdii"
"henspa","Henslow's Sparrow","Centronyx henslowii","Henslow's Sparrow","Ammodramus henslowii"
"simspa1","Sierra Madre Sparrow","Xenospiza baileyi","Sierra Madre Sparrow","Xenospiza baileyi"
"sonspa","Song Sparrow","Melospiza melodia","Song Sparrow","Melospiza melodia"
"linspa","Lincoln's Sparrow","Melospiza lincolnii","Lincoln's Sparrow","Melospiza lincolnii"
"swaspa","Swamp Sparrow","Melospiza georgiana","Swamp Sparrow","Melospiza georgiana"
"laffin1","Large-footed Finch","Pezopetes capitalis","Large-footed Finch","Pezopetes capitalis"
"zapspa1","Zapata Sparrow","Torreornis inexpectata","Zapata Sparrow","Torreornis inexpectata"
"rcgspa1","Rusty-crowned Ground-Sparrow","Melozone kieneri","Rusty-crowned Ground Sparrow","Melozone kieneri"
"cantow","Canyon Towhee","Melozone fusca","Canyon Towhee","Melozone fusca"
"whttow1","White-throated Towhee","Melozone albicollis","White-throated Towhee","Melozone albicollis"
"abetow","Abert's Towhee","Melozone aberti","Abert's Towhee","Melozone aberti"
"caltow","California Towhee","Melozone crissalis","California Towhee","Melozone crissalis"
"wegspa1","White-eared Ground-Sparrow","Melozone leucotis","White-eared Ground Sparrow","Melozone leucotis"
"pregrs1","White-faced Ground-Sparrow","Melozone biarcuata","Prevost's Ground Sparrow","Melozone biarcuata"
"pregrs2","Cabanis's Ground-Sparrow","Melozone cabanisi","Cabanis's Ground Sparrow","Melozone cabanisi"
"russpa1","Rusty Sparrow","Aimophila rufescens","Rusty Sparrow","Aimophila rufescens"
"rucspa","Rufous-crowned Sparrow","Aimophila ruficeps","Rufous-crowned Sparrow","Aimophila ruficeps"
"oaxspa1","Oaxaca Sparrow","Aimophila notosticta","Oaxaca Sparrow","Aimophila notosticta"
"gnttow","Green-tailed Towhee","Pipilo chlorurus","Green-tailed Towhee","Pipilo chlorurus"
"spotow","Spotted Towhee","Pipilo maculatus","Spotted Towhee","Pipilo maculatus"
"eastow","Eastern Towhee","Pipilo erythrophthalmus","Eastern Towhee","Pipilo erythrophthalmus"
"bertow1","Bermuda Towhee","Pipilo naufragus",NA,NA
"coltow1","Collared Towhee","Pipilo ocai","Collared Towhee","Pipilo ocai"
"rcbfin1","Rufous-capped Brushfinch","Atlapetes pileatus","Rufous-capped Brushfinch","Atlapetes pileatus"
"wnbfin1","White-naped Brushfinch","Atlapetes albinucha","White-naped Brushfinch","Atlapetes albinucha"
"yetfin1","Yellow-thighed Brushfinch","Atlapetes tibialis",NA,NA
"yegfin1","Yellow-green Brushfinch","Atlapetes luteoviridis",NA,NA
"mobfin1","Moustached Brushfinch","Atlapetes albofrenatus","Moustached Brushfinch","Atlapetes albofrenatus"
"tebfin1","Tepui Brushfinch","Atlapetes personatus","Tepui Brushfinch","Atlapetes personatus"
"smbfin1","Santa Marta Brushfinch","Atlapetes melanocephalus","Santa Marta Brushfinch","Atlapetes melanocephalus"
"obbfin1","Ochre-breasted Brushfinch","Atlapetes semirufus","Ochre-breasted Brushfinch","Atlapetes semirufus"
"yehbrf1","Yellow-headed Brushfinch","Atlapetes flaviceps","Yellow-headed Brushfinch","Atlapetes flaviceps"
"dhbfin1","Dusky-headed Brushfinch","Atlapetes fuscoolivaceus","Dusky-headed Brushfinch","Atlapetes fuscoolivaceus"
"wrbfin1","White-rimmed Brushfinch","Atlapetes leucopis","White-rimmed Brushfinch","Atlapetes leucopis"
"whbfin1","White-headed Brushfinch","Atlapetes albiceps","White-headed Brushfinch","Atlapetes albiceps"
"rebfin1","Rufous-eared Brushfinch","Atlapetes rufigenis","Rufous-eared Brushfinch","Atlapetes rufigenis"
"trbfin1","Tricolored Brushfinch","Atlapetes tricolor","Tricolored Brushfinch","Atlapetes tricolor"
"slbfin2","Slaty Brushfinch","Atlapetes schistaceus","Slaty Brushfinch","Atlapetes schistaceus"
"pnbfin1","Pale-naped Brushfinch","Atlapetes pallidinucha","Pale-naped Brushfinch","Atlapetes pallidinucha"
"antbrf1","Antioquia Brushfinch","Atlapetes blancae","Antioquia Brushfinch","Atlapetes blancae"
"yebbrf1","Yellow-breasted Brushfinch","Atlapetes latinuchus","Yellow-breasted Brushfinch","Atlapetes latinuchus"
"wwbfin1","White-winged Brushfinch","Atlapetes leucopterus","White-winged Brushfinch","Atlapetes leucopterus"
"phbfin1","Pale-headed Brushfinch","Atlapetes pallidiceps","Pale-headed Brushfinch","Atlapetes pallidiceps"
"bcbfin1","Bay-crowned Brushfinch","Atlapetes seebohmi","Bay-crowned Brushfinch","Atlapetes seebohmi"
"rbbfin1","Rusty-bellied Brushfinch","Atlapetes nationi","Rusty-bellied Brushfinch","Atlapetes nationi"
"apubrf1","Apurimac Brushfinch","Atlapetes forbesi","Apurimac Brushfinch","Atlapetes forbesi"
"bksbrf1","Black-spectacled Brushfinch","Atlapetes melanopsis","Black-spectacled Brushfinch","Atlapetes melanopsis"
"vilbrf1","Vilcabamba Brushfinch","Atlapetes terborghi",NA,NA
"cuzbrf1","Cuzco Brushfinch","Atlapetes canigenis","Cuzco Brushfinch","Atlapetes canigenis"
"bkfbrf1","Black-faced Brushfinch","Atlapetes melanolaemus","Grey-eared Brushfinch","Atlapetes melanolaemus"
"rnbfin1","Bolivian Brushfinch","Atlapetes rufinucha","Bolivian Brushfinch","Atlapetes rufinucha"
"fhbfin1","Fulvous-headed Brushfinch","Atlapetes fulviceps","Fulvous-headed Brushfinch","Atlapetes fulviceps"
"ysbfin1","Yellow-striped Brushfinch","Atlapetes citrinellus","Yellow-striped Brushfinch","Atlapetes citrinellus"
"wectan1","Western Chat-Tanager","Calyptophilus tertius","Western Chat-Tanager","Calyptophilus tertius"
"eactan1","Eastern Chat-Tanager","Calyptophilus frugivorus","Eastern Chat-Tanager","Calyptophilus frugivorus"
"bcptan1","Black-crowned Palm-Tanager","Phaenicophilus palmarum","Black-crowned Tanager","Phaenicophilus palmarum"
"gcptan1","Gray-crowned Palm-Tanager","Phaenicophilus poliocephalus",NA,NA
"whwwar1","White-winged Warbler","Xenoligea montana","White-winged Warbler","Xenoligea montana"
"grtwar1","Green-tailed Warbler","Microligea palustris","Green-tailed Warbler","Microligea palustris"
"purtan1","Puerto Rican Tanager","Nesospingus speculiferus","Puerto Rican Tanager","Nesospingus speculiferus"
"wesspi","Western Spindalis","Spindalis zena","Western Spindalis","Spindalis zena"
"jamspi","Jamaican Spindalis","Spindalis nigricephala","Jamaican Spindalis","Spindalis nigricephala"
"hisspi","Hispaniolan Spindalis","Spindalis dominicensis","Hispaniolan Spindalis","Spindalis dominicensis"
"purspi","Puerto Rican Spindalis","Spindalis portoricensis","Puerto Rican Spindalis","Spindalis portoricensis"
"wrenth1","Wrenthrush","Zeledonia coronata","Wrenthrush","Zeledonia coronata"
"yehwar1","Yellow-headed Warbler","Teretistris fernandinae","Yellow-headed Warbler","Teretistris fernandinae"
"oriwar1","Oriente Warbler","Teretistris fornsi","Oriente Warbler","Teretistris fornsi"
"yebcha","Yellow-breasted Chat","Icteria virens","Yellow-breasted Chat","Icteria virens"
"yehbla","Yellow-headed Blackbird","Xanthocephalus xanthocephalus","Yellow-headed Blackbird","Xanthocephalus xanthocephalus"
"boboli","Bobolink","Dolichonyx oryzivorus","Bobolink","Dolichonyx oryzivorus"
"wesmea","Western Meadowlark","Sturnella neglecta","Western Meadowlark","Sturnella neglecta"
"easmea","Eastern Meadowlark","Sturnella magna","Eastern Meadowlark","Sturnella magna"
"rebbla1","Red-breasted Meadowlark","Leistes militaris","Red-breasted Blackbird","Leistes militaris"
"whbbla2","White-browed Meadowlark","Leistes superciliaris","White-browed Blackbird","Leistes superciliaris"
"permea1","Peruvian Meadowlark","Leistes bellicosus","Peruvian Meadowlark","Leistes bellicosus"
"pammea1","Pampas Meadowlark","Leistes defilippii","Pampas Meadowlark","Leistes defilippii"
"lotmea1","Long-tailed Meadowlark","Leistes loyca","Long-tailed Meadowlark","Leistes loyca"
"yebcac1","Yellow-billed Cacique","Amblycercus holosericeus","Yellow-billed Cacique","Amblycercus holosericeus"
"yewcac1","Yellow-winged Cacique","Cassiculus melanicterus","Mexican Cacique","Cassiculus melanicterus"
"ruboro1","Russet-backed Oropendola","Psarocolius angustifrons","Russet-backed Oropendola","Psarocolius angustifrons"
"dugoro1","Dusky-green Oropendola","Psarocolius atrovirens","Dusky-green Oropendola","Psarocolius atrovirens"
"greoro1","Green Oropendola","Psarocolius viridis","Green Oropendola","Psarocolius viridis"
"creoro1","Crested Oropendola","Psarocolius decumanus","Crested Oropendola","Psarocolius decumanus"
"chhoro1","Chestnut-headed Oropendola","Psarocolius wagleri","Chestnut-headed Oropendola","Psarocolius wagleri"
"monoro1","Montezuma Oropendola","Psarocolius montezuma","Montezuma Oropendola","Psarocolius montezuma"
"blaoro1","Black Oropendola","Psarocolius guatimozinus","Black Oropendola","Psarocolius guatimozinus"
"bauoro2","Baudo Oropendola","Psarocolius cassini","Baudo Oropendola","Psarocolius cassini"
"olioro1","Olive Oropendola","Psarocolius bifasciatus","Olive Oropendola","Psarocolius bifasciatus"
"sobcac1","Solitary Black Cacique","Cacicus solitarius","Solitary Cacique","Cacicus solitarius"
"gowcac1","Golden-winged Cacique","Cacicus chrysopterus","Golden-winged Cacique","Cacicus chrysopterus"
"ecucac1","Ecuadorian Cacique","Cacicus sclateri","Ecuadorian Cacique","Cacicus sclateri"
"selcac1","Selva Cacique","Cacicus koepckeae","Selva Cacique","Cacicus koepckeae"
"scrcac1","Scarlet-rumped Cacique","Cacicus uropygialis","Scarlet-rumped Cacique","Cacicus microrhynchus"
"yercac1","Yellow-rumped Cacique","Cacicus cela","Yellow-rumped Cacique","Cacicus cela"
"moucac1","Mountain Cacique","Cacicus chrysonotus","Southern Mountain Cacique","Cacicus chrysonotus"
"batoro1","Band-tailed Cacique","Cacicus latirostris","Band-tailed Oropendola","Cacicus latirostris"
"rercac1","Red-rumped Cacique","Cacicus haemorrhous","Red-rumped Cacique","Cacicus haemorrhous"
"casoro2","Casqued Cacique","Cacicus oseryi","Casqued Oropendola","Cacicus oseryi"
"graori1","Hispaniolan Oriole","Icterus dominicensis","Hispaniolan Oriole","Icterus dominicensis"
"graori2","Cuban Oriole","Icterus melanopsis","Cuban Oriole","Icterus melanopsis"
"graori3","Bahama Oriole","Icterus northropi","Bahama Oriole","Icterus northropi"
"graori4","Puerto Rican Oriole","Icterus portoricensis","Puerto Rican Oriole","Icterus portoricensis"
"stlori1","St. Lucia Oriole","Icterus laudabilis","St. Lucia Oriole","Icterus laudabilis"
"monori1","Montserrat Oriole","Icterus oberi","Montserrat Oriole","Icterus oberi"
"marori1","Martinique Oriole","Icterus bonana","Martinique Oriole","Icterus bonana"
"bkvori","Black-vented Oriole","Icterus wagleri","Black-vented Oriole","Icterus wagleri"
"bawori1","Bar-winged Oriole","Icterus maculialatus","Bar-winged Oriole","Icterus maculialatus"
"bkcori","Black-cowled Oriole","Icterus prosthemelas","Black-cowled Oriole","Icterus prosthemelas"
"orcori","Orchard Oriole","Icterus spurius","Orchard Oriole","Icterus spurius"
"hooori","Hooded Oriole","Icterus cucullatus","Hooded Oriole","Icterus cucullatus"
"yebori1","Yellow-backed Oriole","Icterus chrysater","Yellow-backed Oriole","Icterus chrysater"
"orcori1","Orange-crowned Oriole","Icterus auricapillus","Orange-crowned Oriole","Icterus auricapillus"
"wheori1","White-edged Oriole","Icterus graceannae","White-edged Oriole","Icterus graceannae"
"yetori1","Yellow-tailed Oriole","Icterus mesomelas","Yellow-tailed Oriole","Icterus mesomelas"
"epaori1","Epaulet Oriole","Icterus cayanensis","Epaulet Oriole","Icterus cayanensis"
"epaori4","Variable Oriole","Icterus pyrrhopterus","Variable Oriole","Icterus pyrrhopterus"
"ventro1","Venezuelan Troupial","Icterus icterus","Venezuelan Troupial","Icterus icterus"
"camtro1","Campo Troupial","Icterus jamacaii","Campo Troupial","Icterus jamacaii"
"orbtro3","Orange-backed Troupial","Icterus croconotus","Orange-backed Troupial","Icterus croconotus"
"stbori","Streak-backed Oriole","Icterus pustulatus","Streak-backed Oriole","Icterus pustulatus"
"bulori","Bullock's Oriole","Icterus bullockii","Bullock's Oriole","Icterus bullockii"
"oraori1","Orange Oriole","Icterus auratus","Orange Oriole","Icterus auratus"
"jamori1","Jamaican Oriole","Icterus leucopteryx","Jamaican Oriole","Icterus leucopteryx"
"yelori1","Yellow Oriole","Icterus nigrogularis","Yellow Oriole","Icterus nigrogularis"
"spbori","Spot-breasted Oriole","Icterus pectoralis","Spot-breasted Oriole","Icterus pectoralis"
"altori","Altamira Oriole","Icterus gularis","Altamira Oriole","Icterus gularis"
"audori","Audubon's Oriole","Icterus graduacauda","Audubon's Oriole","Icterus graduacauda"
"balori","Baltimore Oriole","Icterus galbula","Baltimore Oriole","Icterus galbula"
"blbori1","Black-backed Oriole","Icterus abeillei","Black-backed Oriole","Icterus abeillei"
"scoori","Scott's Oriole","Icterus parisorum","Scott's Oriole","Icterus parisorum"
"jambla1","Jamaican Blackbird","Nesopsar nigerrimus","Jamaican Blackbird","Nesopsar nigerrimus"
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","Red-winged Blackbird","Agelaius phoeniceus"
"resbla1","Red-shouldered Blackbird","Agelaius assimilis","Red-shouldered Blackbird","Agelaius assimilis"
"tribla","Tricolored Blackbird","Agelaius tricolor","Tricolored Blackbird","Agelaius tricolor"
"tasbla","Tawny-shouldered Blackbird","Agelaius humeralis","Tawny-shouldered Blackbird","Agelaius humeralis"
"yesbla1","Yellow-shouldered Blackbird","Agelaius xanthomus","Yellow-shouldered Blackbird","Agelaius xanthomus"
"scrcow1","Screaming Cowbird","Molothrus rufoaxillaris","Screaming Cowbird","Molothrus rufoaxillaris"
"shicow","Shiny Cowbird","Molothrus bonariensis","Shiny Cowbird","Molothrus bonariensis"
"brocow","Bronzed Cowbird","Molothrus aeneus","Bronzed Cowbird","Molothrus aeneus"
"bnhcow","Brown-headed Cowbird","Molothrus ater","Brown-headed Cowbird","Molothrus ater"
"giacow","Giant Cowbird","Molothrus oryzivorus","Giant Cowbird","Molothrus oryzivorus"
"melbla1","Melodious Blackbird","Dives dives","Melodious Blackbird","Dives dives"
"scrbla1","Scrub Blackbird","Dives warczewiczi","Scrub Blackbird","Dives warczewiczi"
"cubbla","Cuban Blackbird","Ptiloxena atroviolacea","Cuban Blackbird","Ptiloxena atroviolacea"
"rusbla","Rusty Blackbird","Euphagus carolinus","Rusty Blackbird","Euphagus carolinus"
"brebla","Brewer's Blackbird","Euphagus cyanocephalus","Brewer's Blackbird","Euphagus cyanocephalus"
"comgra","Common Grackle","Quiscalus quiscula","Common Grackle","Quiscalus quiscula"
"botgra","Boat-tailed Grackle","Quiscalus major","Boat-tailed Grackle","Quiscalus major"
"grtgra","Great-tailed Grackle","Quiscalus mexicanus","Great-tailed Grackle","Quiscalus mexicanus"
"slbgra1","Slender-billed Grackle","Quiscalus palustris",NA,NA
"nicgra1","Nicaraguan Grackle","Quiscalus nicaraguensis","Nicaraguan Grackle","Quiscalus nicaraguensis"
"gragra1","Greater Antillean Grackle","Quiscalus niger","Greater Antillean Grackle","Quiscalus niger"
"cargra1","Carib Grackle","Quiscalus lugubris","Carib Grackle","Quiscalus lugubris"
